@relation 'sysdev-weka.filters.unsupervised.attribute.Remove-R1-8,10,12-14,16-22'

@attribute x-mean1000 numeric
@attribute z-mean1000 numeric
@attribute abs-var1000 numeric
@attribute class {WALKING,STANDING,SITTING}

@data
-9.193734,1.668493,0.345265,STANDING
-9.193734,1.676505,0.36661,STANDING
-9.22438,1.700841,0.345961,STANDING
-9.233707,1.718829,0.316314,STANDING
-9.181476,1.703905,0.336274,STANDING
-9.193735,1.691647,0.34368,STANDING
-9.217308,1.720879,0.380725,STANDING
-9.193735,1.709092,0.383242,STANDING
-9.144701,1.716164,0.345355,STANDING
-9.142658,1.723825,0.354498,STANDING
-9.233707,1.758801,0.189079,STANDING
-9.247032,1.758801,0.19683,STANDING
-9.221594,1.727308,0.179982,STANDING
-9.208328,1.707408,0.171078,STANDING
-9.255026,1.700841,0.104233,STANDING
-9.255026,1.700841,0.101432,STANDING
-9.225993,1.661324,0.044969,STANDING
-9.225993,1.661324,0.044969,STANDING
-9.225993,1.645195,0.045587,STANDING
-9.239703,1.639549,0.050992,STANDING
-9.239703,1.593581,0.051383,STANDING
-9.255026,1.593581,0.062939,STANDING
-9.270349,1.608903,0.062128,STANDING
-9.255026,1.624226,0.071356,STANDING
-9.266701,1.634442,0.070428,STANDING
-9.258252,1.645195,0.073062,STANDING
-9.258252,1.645195,0.071995,STANDING
-9.252107,1.649035,0.065402,STANDING
-9.285672,1.670195,0.055476,STANDING
-9.290511,1.677453,0.056795,STANDING
-9.30664,1.677453,0.0591,STANDING
-9.290511,1.677453,0.056795,STANDING
-9.261836,1.685518,0.046841,STANDING
-9.278862,1.668493,0.034444,STANDING
-9.265842,1.676505,0.032893,STANDING
-9.255026,1.654872,0.049902,STANDING
-9.255026,1.654872,0.049902,STANDING
-9.237514,1.641738,0.044435,STANDING
-9.234595,1.634442,0.042774,STANDING
-9.214165,1.634442,0.060672,STANDING
-9.193734,1.622424,0.048946,STANDING
-9.152873,1.634442,0.056848,STANDING
-9.152873,1.614011,0.056848,STANDING
-9.136273,1.58975,0.041222,STANDING
-9.173304,1.532289,0.065457,STANDING
-9.173304,1.511858,0.06555,STANDING
-9.227785,1.430136,0.076202,STANDING
-9.244811,1.430136,0.068402,STANDING
-9.255026,1.455674,0.073634,STANDING
-9.255026,1.48632,0.073567,STANDING
-9.270349,1.455674,0.059985,STANDING
-9.295887,1.44473,0.063894,STANDING
-9.339667,1.386357,0.047052,STANDING
-9.346964,1.39299,0.049692,STANDING
-9.340301,1.425695,0.047865,STANDING
-9.326977,1.50564,0.045183,STANDING
-9.27368,1.59891,0.085854,STANDING
-9.232042,1.685518,0.114672,STANDING
-9.206504,1.813209,0.122833,STANDING
-9.180965,1.889823,0.116021,STANDING
-9.104351,2.030283,0.231078,STANDING
-9.027737,2.145205,0.290346,STANDING
-8.973085,2.267788,0.253316,STANDING
-8.900046,2.426124,0.274916,STANDING
-8.8362,2.48997,0.280013,STANDING
-8.84897,2.541046,0.266354,STANDING
-8.900046,2.592122,0.324174,STANDING
-8.929066,2.590962,0.346318,STANDING
-8.942996,2.590962,0.358573,STANDING
-8.956926,2.521312,0.379447,STANDING
-9.040506,2.395943,0.391852,STANDING
-9.138015,2.354153,0.254202,STANDING
-9.237514,2.247357,0.371192,STANDING
-9.333034,2.131275,0.524359,STANDING
-9.260356,1.838747,0.508715,STANDING
-9.140438,1.532289,0.566655,STANDING
-8.84897,1.276908,0.754202,STANDING
-8.657433,1.059833,0.869083,STANDING
-8.42759,0.848653,1.475499,STANDING
-8.16828,0.601129,2.394963,STANDING
-7.826461,0.247524,2.506579,STANDING
-7.661446,-0.082508,2.427143,STANDING
-7.508217,-0.48326,2.177548,STANDING
-7.293696,-0.919373,1.810882,STANDING
-7.30784,-1.166897,1.822139,STANDING
-7.331414,-1.284765,1.84644,STANDING
-7.600154,-1.507772,2.51759,STANDING
-7.732166,-1.626584,2.554187,STANDING
-7.75574,-1.779813,2.506442,STANDING
-7.865751,-1.895498,1.992825,STANDING
-8.156493,-2.039123,1.040056,STANDING
-8.236054,-2.043052,1.08431,STANDING
-8.20364,-2.05091,1.019604,STANDING
-8.109345,-2.074484,0.871821,STANDING
-8.127261,-2.059397,0.865182,STANDING
-7.981833,-2.061626,0.636419,STANDING
-7.926114,-2.103415,0.493812,STANDING
-7.870394,-2.103415,0.353698,STANDING
-7.982496,-2.232764,0.121838,STANDING
-8.055463,-2.291137,0.083821,STANDING
-8.070056,-2.334917,0.074234,STANDING
-8.113836,-2.378697,0.08317,STANDING
-8.107202,-2.465593,0.078549,STANDING
-8.190782,-2.563102,0.137876,STANDING
-8.232571,-2.535242,0.18295,STANDING
-8.20774,-2.50496,0.183437,STANDING
-8.188553,-2.476179,0.180082,STANDING
-8.204712,-2.451663,0.183062,STANDING
-8.204712,-2.437733,0.183251,STANDING
-8.218642,-2.409873,0.180627,STANDING
-8.151778,-2.344402,0.186028,STANDING
-8.090486,-2.313757,0.20315,STANDING
-8.064679,-2.209722,0.232899,STANDING
-8.029195,-2.145205,0.172185,STANDING
-7.937258,-2.160528,0.093251,STANDING
-7.921935,-2.237142,0.092917,STANDING
-7.865751,-2.261951,0.086705,STANDING
-7.718907,-2.336741,0.052563,STANDING
-7.699753,-2.355895,0.04361,STANDING
-7.722737,-2.390371,0.039693,STANDING
-7.722737,-2.410802,0.035048,STANDING
-7.727115,-2.407883,0.035953,STANDING
-7.683336,-2.407883,0.022133,STANDING
-7.685019,-2.451663,0.022788,STANDING
-7.685019,-2.451663,0.019763,STANDING
-7.732167,-2.428089,0.023591,STANDING
-7.763598,-2.451663,0.023589,STANDING
-7.772885,-2.451663,0.027652,STANDING
-7.779314,-2.451663,0.028717,STANDING
-7.770895,-2.451663,0.026667,STANDING
-7.770895,-2.451663,0.028529,STANDING
-7.779314,-2.451663,0.028717,STANDING
-7.770895,-2.451663,0.028529,STANDING
-7.705226,-2.451663,0.015936,STANDING
-7.705226,-2.451663,0.015936,STANDING
-7.699753,-2.451663,0.014129,STANDING
-7.661446,-2.451663,0.006767,STANDING
-7.661446,-2.451663,0.006629,STANDING
-7.661446,-2.451663,0.006767,STANDING
-7.722737,-2.451663,0.018658,STANDING
-7.712522,-2.451663,0.018263,STANDING
-7.763598,-2.451663,0.027413,STANDING
-7.749005,-2.451663,0.02628,STANDING
-7.792785,-2.451663,0.029382,STANDING
-7.814674,-2.48997,0.029571,STANDING
-7.852982,-2.48997,0.029332,STANDING
-7.891289,-2.528277,0.024705,STANDING
-7.899801,-2.519765,0.022141,STANDING
-7.906612,-2.5436,0.020058,STANDING
-7.912184,-2.563102,0.021017,STANDING
-7.916827,-2.579353,0.019289,STANDING
-7.920756,-2.569531,0.017824,STANDING
-7.902234,-2.561112,0.016837,STANDING
-7.886181,-2.553815,0.018878,STANDING
-7.910442,-2.547431,0.026289,STANDING
-7.913822,-2.559824,0.024763,STANDING
-7.916827,-2.553815,0.024368,STANDING
-7.903386,-2.548439,0.025978,STANDING
-7.875966,-2.5436,0.051972,STANDING
-7.84532,-2.512954,0.064644,STANDING
-7.822739,-2.500051,0.066231,STANDING
-7.784029,-2.482308,0.076361,STANDING
-7.661446,-2.422476,0.11162,STANDING
-7.573886,-2.378697,0.121786,STANDING
-7.406064,-2.281408,0.132645,STANDING
-7.372013,-2.281408,0.128213,STANDING
-7.322729,-2.27424,0.126506,STANDING
-7.225953,-2.241981,0.082541,STANDING
-7.171113,-2.252465,0.054733,STANDING
-7.136089,-2.261951,0.052647,STANDING
-7.106903,-2.276544,0.029858,STANDING
-7.09231,-2.291137,0.024814,STANDING
-7.094499,-2.32908,0.023473,STANDING
-7.094499,-2.359726,0.023473,STANDING
-7.121496,-2.378697,0.029568,STANDING
-7.121496,-2.378697,0.029568,STANDING
-7.159969,-2.382013,0.034698,STANDING
-7.146039,-2.382013,0.032242,STANDING
-7.132109,-2.368084,0.02711,STANDING
-7.136089,-2.364104,0.028398,STANDING
-7.132109,-2.354154,0.02711,STANDING
-7.132109,-2.340224,0.028621,STANDING
-7.165276,-2.334917,0.032722,STANDING
-7.209056,-2.305731,0.043314,STANDING
-7.194462,-2.276544,0.042734,STANDING
-7.146039,-2.270574,0.05779,STANDING
-7.09231,-2.276544,0.074371,STANDING
-6.987238,-2.221819,0.13907,STANDING
-6.80659,-2.177464,0.390699,STANDING
-6.57352,-2.191174,0.562581,STANDING
-6.46626,-2.129882,0.524981,STANDING
-6.450208,-1.882527,0.495831,STANDING
-6.491334,-1.197972,0.443944,STANDING
-6.728748,-0.346431,0.638288,STANDING
-6.848666,0.319782,0.673325,STANDING
-6.941936,0.985995,0.643081,STANDING
-7.150682,1.9409,0.687629,STANDING
-7.232405,2.512954,0.785331,STANDING
-7.131038,3.382823,2.500635,STANDING
-7.107464,4.502573,4.180725,STANDING
-7.04853,5.304078,4.943293,STANDING
-6.97498,6.165931,5.624947,STANDING
-6.848666,6.702099,6.251449,STANDING
-6.51556,7.021881,5.804935,STANDING
-6.129156,7.296615,4.639511,STANDING
-5.774311,7.613057,3.708876,STANDING
-5.245837,7.769607,0.512629,STANDING
-5.119648,7.823688,0.118147,STANDING
-5.083594,7.913822,0.053179,STANDING
-5.094861,7.987057,0.065821,STANDING
-5.094861,7.872135,0.105192,STANDING
-5.267244,7.201759,0.690704,STANDING
-5.839724,5.788648,6.610909,STANDING
-6.53239,4.612997,11.463229,STANDING
-6.956593,4.106535,13.236375,STANDING
-7.252835,3.589935,13.02573,STANDING
-7.621473,2.878039,12.206185,STANDING
-7.943387,2.329079,10.850256,STANDING
-8.42759,1.468444,8.353339,STANDING
-8.642111,1.189056,6.603049,STANDING
-9.022118,0.760015,3.529735,STANDING
-9.436347,0.459687,0.874598,STANDING
-9.566814,0.786131,0.437933,STANDING
-9.540165,0.959346,0.367596,STANDING
-9.500192,1.011311,0.082732,STANDING
-9.530838,1.072602,0.084535,STANDING
-9.500192,1.313391,0.09589,STANDING
-9.56471,1.822618,0.101511,STANDING
-9.61937,1.957925,0.123897,STANDING
-9.636396,2.009001,0.126221,STANDING
-9.626381,1.982963,0.130321,STANDING
-9.608354,1.928882,0.125412,STANDING
-9.58532,1.906849,0.115925,STANDING
-9.534243,1.9409,0.140142,STANDING
-9.56471,1.983911,0.127244,STANDING
-9.580839,2.032299,0.134006,STANDING
-9.608354,2.199286,0.108791,STANDING
-9.58532,2.315459,0.10253,STANDING
-9.561484,2.329079,0.103927,STANDING
-9.546161,2.329079,0.096717,STANDING
-9.467934,2.371016,0.08007,STANDING
-9.471006,2.378697,0.089658,STANDING
-9.464139,2.595878,0.088463,STANDING
-9.464139,2.613905,0.088463,STANDING
-9.446112,2.595878,0.096026,STANDING
-9.415065,2.502739,0.079593,STANDING
-9.363989,2.366536,0.061646,STANDING
-9.392031,2.109151,0.106625,STANDING
-9.410058,2.091124,0.103129,STANDING
-9.39804,2.077103,0.102444,STANDING
-9.451804,1.983911,0.135941,STANDING
-9.500192,1.903264,0.132225,STANDING
-9.484869,1.900039,0.131465,STANDING
-9.500192,1.838747,0.125919,STANDING
-9.540165,1.758801,0.120281,STANDING
-9.597702,1.796957,0.1016,STANDING
-9.627883,1.838747,0.088453,STANDING
-9.633435,1.825423,0.076365,STANDING
-9.633435,1.798774,0.077561,STANDING
-9.667351,1.755168,0.059098,STANDING
-9.653421,1.741238,0.058823,STANDING
-9.639492,1.727308,0.051633,STANDING
-9.667351,1.727308,0.041928,STANDING
-9.695211,1.727308,0.044336,STANDING
-9.684067,1.777455,0.044228,STANDING
-9.668744,1.762132,0.045894,STANDING
-9.661486,1.677453,0.046725,STANDING
-9.653422,1.685518,0.048738,STANDING
-9.670447,1.685518,0.048945,STANDING
-9.662435,1.712558,0.048409,STANDING
-9.663637,1.695733,0.04689,STANDING
-9.653421,1.663628,0.047841,STANDING
-9.663637,1.675303,0.048622,STANDING
-9.631532,1.729298,0.048302,STANDING
-9.643206,1.757025,0.050063,STANDING
-9.631532,1.773077,0.050543,STANDING
-9.609642,1.794967,0.049436,STANDING
-9.587752,1.773077,0.072222,STANDING
-9.622776,1.757025,0.099414,STANDING
-9.634268,1.781286,0.093024,STANDING
-9.644408,1.856774,0.090394,STANDING
-9.653421,1.991976,0.089122,STANDING
-9.644408,2.019016,0.089892,STANDING
-9.634268,1.991976,0.091723,STANDING
-9.644408,1.982963,0.089574,STANDING
-9.644408,1.964936,0.089574,STANDING
-9.644408,1.982963,0.091113,STANDING
-9.619371,2.043052,0.111355,STANDING
-9.670447,2.12818,0.093703,STANDING
-9.634268,2.164359,0.079108,STANDING
-9.587752,2.145205,0.070371,STANDING
-9.565862,2.101425,0.0635,STANDING
-9.576807,2.049437,0.06244,STANDING
-9.590327,2.037043,0.06263,STANDING
-9.590327,2.037043,0.06195,STANDING
-9.602345,2.026027,0.06309,STANDING
-9.590327,2.000989,0.060236,STANDING
-9.619371,1.906849,0.039225,STANDING
-9.534243,1.532289,0.055268,STANDING
-9.377609,1.118571,0.054403,STANDING
-9.285672,0.750822,0.049876,STANDING
-9.138015,0.362178,0.106827,STANDING
-9.124085,0.181089,0.171319,STANDING
-9.207059,0.359755,0.223977,STANDING
-9.219273,0.446918,0.216236,STANDING
-9.206504,0.42138,0.212931,STANDING
-9.206504,0.395841,0.214098,STANDING
-9.206504,0.408611,0.211484,STANDING
-9.220383,0.53297,0.205905,STANDING
-9.427226,1.123679,0.223262,STANDING
-9.515515,1.425029,0.229716,STANDING
-9.602345,1.634442,0.223078,STANDING
-9.689905,1.999273,0.093432,STANDING
-9.58084,1.919394,0.032567,STANDING
-9.58532,1.872798,0.033397,STANDING
-9.613098,1.887135,0.039895,STANDING
-9.619371,1.923874,0.041499,STANDING
-9.626381,1.910855,0.043491,STANDING
-9.602345,1.923874,0.039738,STANDING
-9.613098,1.903264,0.03852,STANDING
-9.607453,1.823424,0.051871,STANDING
-9.607453,1.593581,0.052304,STANDING
-9.616939,1.459323,0.065743,STANDING
-9.611632,1.086532,0.053516,STANDING
-9.597702,0.835794,0.055035,STANDING
-9.583772,0.612916,0.049504,STANDING
-9.566814,0.506322,0.048698,STANDING
-9.536968,0.306458,0.046655,STANDING
-9.512451,0.110325,0.05103,STANDING
-9.487424,-0.28092,0.065596,STANDING
-9.474654,-0.370303,0.069436,STANDING
-9.461885,-0.574608,0.063773,STANDING
-9.449116,-0.651223,0.052329,STANDING
-9.446896,-0.652888,0.055906,STANDING
-9.446896,-0.612916,0.055906,STANDING
-9.461885,-0.536301,0.058109,STANDING
-9.46022,-0.559619,0.05979,STANDING
-9.486868,-0.466349,0.059985,STANDING
-9.500193,-0.379424,0.034137,STANDING
-9.473544,-0.373079,0.045243,STANDING
-9.463418,-0.208391,0.055539,STANDING
-9.524709,0.196133,0.07805,STANDING
-9.549226,0.453558,0.077707,STANDING
-9.549226,0.625174,0.081251,STANDING
-9.551269,0.778914,0.086424,STANDING
-9.55349,1.052616,0.081014,STANDING
-9.564038,1.174755,0.081703,STANDING
-9.569842,1.43478,0.082885,STANDING
-9.653422,2.106898,0.077744,STANDING
-9.653422,2.087744,0.073758,STANDING
-9.581915,2.002191,0.031068,STANDING
-9.561484,1.96133,0.026041,STANDING
-9.565862,1.926306,0.030486,STANDING
-9.561484,1.920469,0.028778,STANDING
-9.561484,1.9409,0.029624,STANDING
-9.581915,1.920469,0.036105,STANDING
-9.557654,1.915362,0.029813,STANDING
-9.541054,1.9409,0.022126,STANDING
-9.541054,1.9409,0.022126,STANDING
-9.5385,1.934515,0.020877,STANDING
-9.534244,1.9409,0.019262,STANDING
-9.534244,1.974951,0.019262,STANDING
-9.51822,1.964936,0.011082,STANDING
-9.51822,1.964936,0.011417,STANDING
-9.517218,1.957925,0.010788,STANDING
-9.51822,1.982963,0.011724,STANDING
-9.51822,1.982963,0.011724,STANDING
-9.519347,1.991976,0.012751,STANDING
-9.536247,2.019016,0.021803,STANDING
-9.551269,2.009001,0.027483,STANDING
-9.554274,2.019016,0.029009,STANDING
-9.572301,2.000989,0.034471,STANDING
-9.572301,2.000989,0.035174,STANDING
-9.572301,2.000989,0.035174,STANDING
-9.58532,1.991976,0.038011,STANDING
-9.590327,1.982963,0.039036,STANDING
-9.570914,1.909468,0.029017,STANDING
-9.551269,1.915362,0.022937,STANDING
-9.528053,1.894467,0.01368,STANDING
-9.528053,1.922326,0.013224,STANDING
-9.561484,1.900039,0.028641,STANDING
-9.561484,1.930684,0.028641,STANDING
-9.530839,1.96133,0.018625,STANDING
-9.5385,1.991976,0.023118,STANDING
-9.534244,2.009001,0.02063,STANDING
-9.530839,1.991976,0.018625,STANDING
-9.528053,2.005906,0.016975,STANDING
-9.551269,2.017514,0.027913,STANDING
-9.551269,2.043052,0.027913,STANDING
-9.54734,2.05091,0.026774,STANDING
-9.54734,2.074484,0.025974,STANDING
-9.543973,2.057646,0.024285,STANDING
-9.543973,2.079535,0.024996,STANDING
-9.5385,2.087744,0.022607,STANDING
-9.519347,2.106898,0.012455,STANDING
-9.520623,2.104344,0.013282,STANDING
-9.51822,2.091124,0.012001,STANDING
-9.517218,2.094129,0.011335,STANDING
-9.500193,2.101425,0.001053,STANDING
-9.500193,2.101425,0.001031,STANDING
-9.500193,2.104344,0.001048,STANDING
-9.500193,2.104344,0.001048,STANDING
-9.500193,2.104344,0.001048,STANDING
-9.500193,2.079535,0.001031,STANDING
-9.523767,2.074484,0.014893,STANDING
-9.523767,2.074484,0.014893,STANDING
-9.523767,2.074484,0.014419,STANDING
-9.54734,2.05091,0.025126,STANDING
-9.543973,2.035756,0.024285,STANDING
-9.565862,1.991976,0.029494,STANDING
-9.602345,1.915361,0.038872,STANDING
-9.618061,1.909468,0.04196,STANDING
-9.67896,1.65998,0.04424,STANDING
-9.665208,1.626584,0.046605,STANDING
-9.665208,1.555863,0.044711,STANDING
-9.704498,1.455674,0.043959,STANDING
-9.704498,1.37906,0.043959,STANDING
-9.688782,1.390847,0.044829,STANDING
-9.688782,1.367273,0.044829,STANDING
-9.675311,1.33528,0.042744,STANDING
-9.653421,1.33528,0.045882,STANDING
-9.631532,1.35717,0.04502,STANDING
-9.618061,1.461568,0.038661,STANDING
-9.622776,1.57315,0.039613,STANDING
-9.626381,1.604397,0.039097,STANDING
-9.653421,1.668493,0.040979,STANDING
-9.644408,1.712558,0.03962,STANDING
-9.644408,1.748612,0.041093,STANDING
-9.653421,1.80044,0.039028,STANDING
-9.672575,1.896208,0.04111,STANDING
-9.680462,1.910855,0.040495,STANDING
-9.668744,1.884716,0.042074,STANDING
-9.661486,1.871006,0.042024,STANDING
-9.645357,1.822618,0.043862,STANDING
-9.644408,1.802693,0.045142,STANDING
-9.626381,1.82072,0.039724,STANDING
-9.619371,1.821722,0.040474,STANDING
-9.631532,1.824154,0.041818,STANDING
-9.619371,1.787671,0.041848,STANDING
-9.619371,1.770645,0.041848,STANDING
-9.626381,1.784666,0.042302,STANDING
-9.626381,1.766639,0.043491,STANDING
-9.619371,1.770645,0.040922,STANDING
-9.500193,1.838747,0,STANDING
-9.653422,1.838747,0.045116,STANDING
-11.338939,2.962426,12.3481,STANDING
-10.726024,3.141193,11.320506,STANDING
-10.1744,3.309745,11.27992,STANDING
-9.755574,3.371036,11.089962,STANDING
-9.500192,3.458596,10.266329,STANDING
-9.308656,3.562572,9.560185,STANDING
-9.159684,3.677494,8.867103,STANDING
-9.071151,3.830723,8.114024,STANDING
-8.998716,4.011812,7.460408,STANDING
-8.912815,4.162719,7.011729,STANDING
-8.863703,4.243262,6.548403,STANDING
-8.821607,4.26852,6.132168,STANDING
-8.785124,4.269979,5.765021,STANDING
-8.772355,4.29041,5.414822,STANDING
-8.761088,4.326463,5.104703,STANDING
-8.734048,4.358511,4.853759,STANDING
-8.693724,4.403315,4.657514,STANDING
-8.657433,4.458961,4.467351,STANDING
-8.624599,4.523901,4.298622,STANDING
-8.594749,4.582938,4.134871,STANDING
-8.55417,4.63684,4.017979,STANDING
-8.516974,4.673482,3.914304,STANDING
-8.482752,4.694934,3.806208,STANDING
-8.421461,4.817517,3.755431,STANDING
-8.082825,4.941632,0.170161,STANDING
-8.078228,4.952359,0.163768,STANDING
-8.029195,5.025908,0.108532,STANDING
-8.031749,5.158707,0.112888,STANDING
-8.031749,5.222552,0.112888,STANDING
-8.01898,5.260859,0.119432,STANDING
-8.01898,5.286398,0.119009,STANDING
-8.006211,5.273628,0.112198,STANDING
-7.993441,5.24809,0.101277,STANDING
-7.993441,5.222552,0.101277,STANDING
-7.967903,5.235321,0.103787,STANDING
-7.941255,5.303053,0.094801,STANDING
-7.942365,5.299167,0.090852,STANDING
-7.870394,5.349082,0.034112,STANDING
-7.870394,5.349082,0.034112,STANDING
-7.870394,5.335152,0.034112,STANDING
-7.875966,5.255752,0.033008,STANDING
-7.919515,5.225912,0.034545,STANDING
-7.935644,5.242042,0.047879,STANDING
-7.937257,5.225106,0.045748,STANDING
-7.951774,5.225912,0.059828,STANDING
-7.967903,5.193654,0.052525,STANDING
-8.000162,5.161395,0.05335,STANDING
-8.018979,5.124656,0.046308,STANDING
-8.018979,5.124656,0.04698,STANDING
-8.001954,5.141681,0.061722,STANDING
-7.984929,5.158707,0.07072,STANDING
-7.933852,5.192758,0.148493,STANDING
-7.887256,5.258171,0.206785,STANDING
-7.838868,5.306559,0.301834,STANDING
-7.746573,5.380037,0.490556,STANDING
-7.709833,5.435594,0.506063,STANDING
-7.676768,5.485595,0.50822,STANDING
-7.646852,5.516241,0.507681,STANDING
-7.588479,5.56002,0.564326,STANDING
-7.04853,6.129156,0,STANDING
-7.04853,5.975928,0,STANDING
-9.704498,5.311936,30.113156,STANDING
-9.576807,4.520253,22.778597,STANDING
-9.438901,4.106535,18.444201,STANDING
-9.39804,3.830723,15.396354,STANDING
-9.368853,3.633714,13.222199,STANDING
-9.385271,3.447651,11.569493,STANDING
-9.39804,3.268884,10.284042,STANDING
-9.408255,3.064578,9.256722,STANDING
-9.416613,2.730261,8.416008,STANDING
-9.39804,2.400586,7.722615,STANDING
-9.405898,2.145205,7.128803,STANDING
-9.390743,1.904417,6.634295,STANDING
-9.39804,1.716164,6.195927,STANDING
-9.385271,1.551443,5.80878,STANDING
-9.392031,1.406101,5.47789,STANDING
-9.39804,1.259882,5.195628,STANDING
-9.403416,1.129055,4.934309,STANDING
-9.408255,0.995988,4.690464,STANDING
-9.412633,0.861001,4.46924,STANDING
-9.416613,0.738285,4.269443,STANDING
-9.420247,0.639564,4.086741,STANDING
-9.526841,0.293134,3.592216,STANDING
-9.633435,-0.039973,3.05687,STANDING
-9.393599,-0.293133,0.109503,STANDING
-9.420247,-0.466349,0.107452,STANDING
-9.423578,-0.523532,0.103099,STANDING
-9.449116,-0.702299,0.077654,STANDING
-9.451159,-0.760015,0.076532,STANDING
-9.463418,-0.931632,0.073581,STANDING
-9.475676,-1.115506,0.068939,STANDING
-9.475676,-1.274864,0.07232,STANDING
-9.463418,-1.409706,0.088121,STANDING
-9.451159,-1.532289,0.095434,STANDING
-9.463418,-1.593581,0.111518,STANDING
-9.500193,-1.605839,0.219368,STANDING
-9.524709,-1.618097,0.242793,STANDING
-9.549226,-1.630356,0.229044,STANDING
-9.549226,-1.667131,0.234657,STANDING
-9.549226,-1.703905,0.255278,STANDING
-9.549226,-1.728422,0.251922,STANDING
-9.561484,-1.74068,0.246517,STANDING
-9.566814,-1.745477,0.252617,STANDING
-9.569842,-1.713378,0.260139,STANDING
-9.566814,-1.69218,0.25012,STANDING
-9.566814,-1.678856,0.250934,STANDING
-9.566814,-1.665532,0.251197,STANDING
-9.580138,-1.652207,0.253816,STANDING
-9.583772,-1.615868,0.266906,STANDING
-9.580138,-1.572262,0.255706,STANDING
-9.587752,-1.473916,0.272049,STANDING
-9.583772,-1.42085,0.259757,STANDING
-9.587752,-1.298797,0.262501,STANDING
-9.602345,-1.211238,0.236449,STANDING
-9.616939,-1.094492,0.218309,STANDING
-9.587752,-0.963153,0.215756,STANDING
-9.558566,-0.861,0.090725,STANDING
-9.543972,-0.744255,0.065973,STANDING
-9.543972,-0.627509,0.066964,STANDING
-9.558566,-0.525356,0.063315,STANDING
-9.587752,-0.437797,0.04178,STANDING
-9.59213,-0.321781,0.032338,STANDING
-9.587752,-0.335644,0.034435,STANDING
-9.583772,-0.320388,0.036025,STANDING
-9.583772,-0.236808,0.037518,STANDING
-9.583772,-0.153229,0.037518,STANDING
-9.597702,-0.04179,0.042617,STANDING
-9.597702,0.097509,0.042617,STANDING
-9.587752,0.306458,0.043463,STANDING
-9.59213,0.459687,0.042973,STANDING
-9.602345,0.481576,0.0451,STANDING
-9.597702,0.501476,0.043778,STANDING
-9.611632,0.557196,0.045755,STANDING
-9.611632,0.598986,0.047647,STANDING
-9.620111,0.599591,0.047496,STANDING
-9.633435,0.62624,0.048111,STANDING
-9.633435,0.639564,0.051657,STANDING
-9.633435,0.639564,0.053365,STANDING
-9.646759,0.62624,0.049434,STANDING
-9.646759,0.62624,0.051054,STANDING
-9.633435,0.586267,0.045677,STANDING
-9.633435,0.572943,0.046974,STANDING
-9.620111,0.586267,0.04752,STANDING
-9.606787,0.612916,0.047908,STANDING
-9.606787,0.666213,0.049373,STANDING
-9.620111,0.71951,0.05021,STANDING
-9.620111,0.746158,0.04895,STANDING
-9.625562,0.724355,0.049819,STANDING
-9.611632,0.696495,0.04243,STANDING
-9.625562,0.640776,0.044225,STANDING
-9.620111,0.639564,0.043547,STANDING
-9.616939,0.583729,0.041119,STANDING
-9.611632,0.571126,0.040328,STANDING
-9.611632,0.543266,0.040328,STANDING
-9.611632,0.529336,0.04243,STANDING
-9.611632,0.501477,0.041302,STANDING
-9.597702,0.459687,0.038102,STANDING
-9.583772,0.417897,0.036703,STANDING
-9.580138,0.399728,0.035119,STANDING
-9.58532,0.357534,0.032451,STANDING
-9.58532,0.323483,0.030666,STANDING
-9.557654,0.248997,0.023245,STANDING
-9.557654,0.21069,0.021619,STANDING
-9.554274,0.198296,0.020378,STANDING
-9.554274,0.162242,0.018323,STANDING
-9.5385,0.095768,0.016043,STANDING
-9.522083,-0.06567,0.009547,STANDING
-9.522083,-0.153229,0.010194,STANDING
-9.520623,-0.245166,0.009647,STANDING
-9.500193,-0.347319,0.00802,STANDING
-9.500193,-0.415907,0.008375,STANDING
-9.500193,-0.415907,0.008375,STANDING
-9.500193,-0.394017,0.008223,STANDING
-9.500193,-0.347319,0.008968,STANDING
-9.500193,-0.287304,0.009468,STANDING
-9.500193,-0.270404,0.009009,STANDING
-9.517218,-0.272407,0.019805,STANDING
-9.516322,-0.306458,0.018793,STANDING
-9.516322,-0.370975,0.018793,STANDING
-9.516322,-0.419363,0.019735,STANDING
-9.516322,-0.50001,0.019735,STANDING
-9.516322,-0.564527,0.020737,STANDING
-9.515516,-0.597593,0.019834,STANDING
-9.515516,-0.674207,0.020594,STANDING
-9.515516,-0.735499,0.022586,STANDING
-9.529379,-0.788034,0.023721,STANDING
-9.529379,-0.846407,0.024978,STANDING
-9.528053,-0.863654,0.024565,STANDING
-9.526841,-0.892725,0.024128,STANDING
-9.526841,-0.932698,0.024668,STANDING
-9.540166,-0.959346,0.027591,STANDING
-9.55349,-0.97267,0.028467,STANDING
-9.566814,-1.012643,0.029543,STANDING
-9.576807,-1.059833,0.030177,STANDING
-9.576807,-1.085371,0.031908,STANDING
-9.580138,-1.199183,0.037736,STANDING
-9.593463,-1.292452,0.037634,STANDING
-9.606787,-1.399046,0.037073,STANDING
-9.611632,-1.518359,0.028571,STANDING
-9.625562,-1.546219,0.028861,STANDING
-9.646125,-1.619848,0.030078,STANDING
-9.653421,-1.615868,0.029092,STANDING
-9.668744,-1.670195,0.034769,STANDING
-9.684067,-1.685518,0.03511,STANDING
-9.69939,-1.685518,0.034724,STANDING
-9.69939,-1.685518,0.036433,STANDING
